tt7008872,Boy Erased,2019,08/02/2019,115,"Australia, USA",$ 11853081,English,Focus Features
tt7014006,Eighth Grade,2019,26/04/2019,93,USA,$ 14347433,English,A24
tt7014234,The Iron Orchard,2019,22/02/2019,112,"Italy, USA",$ 204881,English,Santa Rita Film Co.
tt7036332,Dziura w glowie,2019,01/11/2019,91,Poland,,Polish,Argomedia Productions
tt7042862,The Man Who Killed Hitler and Then The Bigfoot,2019,08/02/2019,98,USA,$ 3822,"English, Russian",Epic Pictures Releasing
tt7044076,The Cleaning Lady,2019,03/01/2019,90,USA,$ 71003,English,Olivargo
tt7049542,The Pages,2019,18/01/2019,102,USA,$ 32427,English,CorradoMooncoin
tt7056906,I Love My Mum,2019,31/05/2019,86,UK,$ 1182,,Camelot Films
tt7069496,Firecrackers,2019,12/07/2019,93,Canada,,English,Prowler Film
tt7074886,The Front Runner,2019,11/01/2019,113,"Canada, USA",$ 3242235,English,BRON Studios
tt7083846,Jirga,2019,25/04/2019,78,Australia,$ 110056,"English, Pushto",Felix Media
tt7087210,Donnybrook,2019,15/02/2019,101,USA,$ 26284,English,Backup Media
tt7099566,Alcatraz,2019,16/08/2019,90,"UK, USA",$ 20342,English,North Bank Entertainment
tt7111818,Ozen,2019,12/05/2019,108,"Kazakhstan, Poland, Norway",$ 748,"Kazakh, Russian",Emir Baigazin Production
tt7125774,Ballon,2019,14/06/2019,125,Germany,$ 13313430,"German, English",herbX Film
tt7125860,If Beale Street Could Talk,2019,14/02/2019,119,USA,$ 20572691,"English, Spanish",Annapurna Pictures
tt7137380,Destroyer,2019,25/01/2019,121,USA,$ 5580940,English,30West
tt7149336,The Unicorn,2019,01/02/2019,88,USA,,English,Beachwood Park Films
tt7178102,The Perception,2019,10/05/2019,86,USA,$ 11769,English,Scissor Films
tt7186036,Volcano,2019,04/04/2019,104,"Ukraine, Germany, Monaco",$ 13925,Ukrainian,
tt7201846,Edmond,2019,09/01/2019,110,"France, Belgium",$ 5980596,"French, Russian",Légende Films
tt7203520,Wilkolak,2019,04/10/2019,88,"Poland, Netherlands, Germany",$ 3564,"Polish, German, Russian",Balapolis
tt7209350,Jessica Forever,2019,01/05/2019,97,France,,"French, English",Ecce Films
tt7209510,Glossary of Broken Dreams,2019,01/02/2019,99,"Austria, USA",,"English, German",Monochrom Propulsion Systems
tt7216918,Les estivants,2019,30/01/2019,127,"France, Italy",$ 1445460,"French, Italian, English",Ad Vitam Production
tt7221072,Wretch,2019,29/01/2019,89,USA,,English,ThoughtFly Films
tt7224520,Endzeit,2019,22/08/2019,90,Germany,$ 76243,German,ARTE
tt7235038,Boo!,2019,28/02/2019,91,USA,$ 139875,English,Midland Entertainment
tt7236034,Kimi no suizô o tabetai,2019,11/04/2019,109,Japan,$ 33748006,"Japanese, English",ABC Animation
tt7241926,Tell It to the Bees,2019,19/07/2019,108,UK,$ 151107,English,Motion Picture Capital
tt7248518,Better Off Zed,2019,04/10/2019,88,USA,,English,Butcher Bird Studios
tt7250056,Doubles vies,2019,18/10/2019,108,France,$ 3618888,French,CG Cinéma
tt7250378,Say My Name,2019,19/03/2019,83,UK,,English,Electric Entertainment
tt7253190,Wild Honey Pie!,2019,14/06/2019,87,UK,,English,Dignity Film Finance
tt7260818,Book of Monsters,2019,19/03/2019,84,UK,,English,Dark Rift Films
tt7260830,Neon Heart,2019,09/05/2019,86,Denmark,,"Danish, English",New Danish Screen
tt7279188,Kona fer í stríð,2019,03/05/2019,101,"Iceland, France, Ukraine",$ 4469557,"Icelandic, English, Ukrainian, Chinese, Spanish",Slot Machine
tt7282278,Long Lost,2019,29/03/2019,94,USA,,English,Mainframe Pictures
tt7284202,Hell Is Where the Home Is,2019,12/07/2019,88,USA,,English,1inMM Productions
tt7286492,Pimped,2019,05/02/2019,90,Australia,,English,Playground
tt7296606,The Lake Vampire,2019,27/09/2019,102,Venezuela,,Spanish,Centro Nacional Autónomo de Cinematografía (CNAC) (I)
tt7296782,Minuscule - Les mandibules du bout du monde,2019,06/09/2019,92,"France, Guadeloupe, China",$ 10068597,"French, Chinese",Futurikon
tt7304212,The Browsing Effect,2019,09/04/2019,100,USA,,English,
tt7316576,30 Miles from Nowhere,2019,05/03/2019,84,USA,,English,Film Camp Productions
tt7317324,Egg,2019,29/03/2019,90,USA,,English,2 Wonder Full To Be
tt7328154,Holiday,2019,09/08/2019,93,"Denmark, Netherlands, Sweden",$ 2678,"Danish, English, Dutch, French",Apparatur Film
tt7336470,Buñuel en el laberinto de las tortugas,2019,18/04/2019,80,"Spain, Netherlands, Germany",$ 156432,"Spanish, French",Sygnatia
tt7344246,Allá en el Rancho,2019,22/02/2019,92,Mexico,$ 2339361,Spanish,Latam Pictures
tt7349910,Nightmare Cinema,2019,10/07/2019,119,USA,$ 33925,English,Cinelou Films
tt7374952,El Chicano,2019,03/05/2019,108,USA,$ 1404646,English,WarParty Films
tt7377132,Duelles,2019,17/04/2019,97,"France, Belgium",$ 67403,French,Versus Production
tt7397958,Ceux qui travaillent,2019,25/09/2019,102,"Switzerland, Belgium, France",$ 1208371,"French, English",Box Productions
tt7401588,Instant Family,2019,14/02/2019,118,USA,$ 120556201,"English, Spanish",Closest to the Hole Productions
tt7406704,Last Summer,2019,07/06/2019,97,UK,$ 2205,English,CASM Films
tt7419468,"Zabawa, zabawa",2019,04/01/2019,88,Poland,$ 2323646,Polish,Studio Filmowe Kalejdoskop
tt7422552,Funny Story,2019,24/05/2019,84,USA,,English,Cinemand
tt7425520,Cómprame un revolver,2019,10/05/2019,84,"Mexico, Colombia",,Spanish,Burning Blue
tt7453418,Nekrotronic,2019,06/09/2019,99,Australia,$ 78206,English,Guerilla Films
tt7455076,Benjamin,2019,15/03/2019,85,UK,$ 97521,English,Open Palm Films
tt7458798,Un beau voyou,2019,02/01/2019,104,France,$ 501368,French,Les grands espaces
tt7464188,In Fabric,2019,28/06/2019,118,UK,$ 183548,"English, French",Rook Films
tt7468604,A Fistful of Lead,2019,04/03/2019,86,UK,,,Dead Pixel Productions
tt7468616,The Boat,2019,22/02/2019,100,"UK, Malta",$ 98559,English,Latina Pictures
tt7476116,Le grand bain,2019,01/01/2019,122,"Belgium, France",$ 39193850,"French, English, Norwegian, Sinhalese",Trésor Films
tt7476810,Dead Pigs,2019,25/01/2019,130,"China, USA",$ 4409,"Mandarin, English",Beijing Culture
tt7482212,Las niñas bien,2019,22/03/2019,93,Mexico,$ 734053,Spanish,Woo Films
tt7511368,The Fight,2019,15/03/2019,91,UK,$ 27440,English,Dignity Film Finance
tt7512276,The Dig,2019,26/04/2019,97,"Ireland, UK",$ 23839,English,Out of Orbit
tt7523180,Før frosten,2019,10/01/2019,104,Denmark,,"Danish, Swedish",Nordisk Film Production
tt7525936,Permanent Green Light,2019,08/05/2019,91,France,,French,Local Films
tt7527082,Hamid,2019,15/03/2019,108,India,,"Urdu, Hindi",Saregama India
tt7529350,Van Gogi,2019,07/03/2019,103,"Latvia, Russia, UK",$ 258008,Russian,Leopolis
tt7531138,Only You,2019,12/07/2019,119,"UK, Sweden",$ 88974,English,The Bureau
tt7534054,"Plaire, aimer et courir vite",2019,22/03/2019,132,France,$ 1636273,French,Les Films Pelléas
tt7534150,Premières vacances,2019,02/01/2019,102,France,$ 2569855,"French, English, Bulgarian",The Film
tt7543784,Tous les dieux du ciel,2019,15/05/2019,110,France,,French,To Be Continued
tt7543914,Deux fils,2019,13/02/2019,90,"France, Belgium",$ 540812,French,Nord-Ouest Films
tt7543930,Pupille,2019,31/05/2019,110,"France, Belgium",$ 7079175,French,Trésor Films
tt7545524,Ben Is Back,2019,15/03/2019,103,USA,$ 10134204,English,Black Bear Pictures
tt7589524,Aniara,2019,30/08/2019,106,"Sweden, Denmark",$ 40124,"Swedish, Spanish, English",Meta Film Stockholm
tt7591430,Summer Survivors,2019,19/04/2019,91,Lithuania,$ 152856,Lithuanian,M-Films
tt7614016,Yara,2019,30/05/2019,101,"Lebanon, Iraq, France",,Arabic,Stalker Production (
tt7615302,Red Joan,2019,19/04/2019,101,UK,$ 10647493,English,Trademark Films
tt7645780,The Wedding Guest,2019,19/07/2019,96,UK,$ 386166,English,India Take One Productions
tt7666250,Yuli,2019,12/04/2019,115,"Spain, Cuba, UK, Germany",$ 2069010,"Spanish, English",Morena Films
tt7671414,Thriller,2019,14/04/2019,87,USA,,English,Divide/Conquer
tt7672068,"Papa, sdokhni",2019,12/04/2019,95,Russia,$ 40995,Russian,White Mirror Film Company
tt7681824,We the Animals,2019,14/06/2019,94,USA,$ 434743,English,Cinereach
tt7689532,Invisible Sue,2019,31/10/2019,90,"Germany, Luxembourg",,German,Ostlicht Filmproduktion
tt7689906,Monsters and Men,2019,18/01/2019,96,USA,$ 510967,English,The Department of Motion Pictures
tt7692966,The Third Wife,2019,17/05/2019,96,Vietnam,$ 302159,Vietnamese,An Nam Productions
tt7738450,Thunder Road,2019,31/05/2019,92,USA,$ 456304,English,The 10 East
tt7738784,Peranbu,2019,15/02/2019,147,India,$ 3417,Tamil,Shree Raajalakshmi Films
tt7763020,Dovlatov,2019,18/01/2019,126,"Russia, Poland, Serbia",$ 2187653,"Russian, Spanish, Finnish",SAGa
tt7772412,Supa Modo,2019,18/04/2019,74,"Germany, Kenya",,"English, Kikuyu, Swahili",One Fine Day Films
tt7772580,The Perfection,2019,24/05/2019,90,USA,,English,Capstone Film Group
tt7791188,The Bra,2019,07/03/2019,90,"Germany, Azerbaijan",$ 20368,None,Veit Helmer Filmproduktion
tt7799386,Une intime conviction,2019,06/02/2019,110,"France, Belgium",$ 3207260,French,Delante Films
tt7817024,Voyna Anny,2019,09/05/2019,74,Russia,$ 219720,Russian,SAGa
tt7831674,Raoul Taburin,2019,10/04/2019,89,"France, Belgium",$ 1214467,French,Pan Européenne
tt7838252,K.G.F: Chapter 1,2019,04/01/2019,156,India,$ 183627,"Kannada, Chinese, Japanese, Tamil, Telugu, Hindi, Malayalam, English, Korean",Hombale Films
tt7838494,The Waiter,2019,04/04/2019,104,Greece,,Greek,Filmiki Etairia
tt7858616,Luz,2019,21/03/2019,70,Germany,,"German, Spanish",Kunsthochschule für Medien Köln (KHM)
tt7883774,Kalte Füße,2019,10/01/2019,97,"Germany, Austria",$ 2311508,German,Claussen + Putz Filmproduktion
tt7885874,Keluarga Cemara,2019,03/01/2019,110,Indonesia,,Indonesian,Visinema Pictures
tt7890408,O Clube dos Canibais,2019,03/10/2019,81,Brazil,,Portuguese,Tardo
tt7895852,Inferninho,2019,23/05/2019,82,Brazil,,"French, English, Portuguese",Bagaceira
tt7897102,O.G.,2019,23/02/2019,113,USA,,English,Great Curve Films
tt7917484,Write When You Get Work,2019,28/02/2019,99,USA,,English,George H. Price Productions
tt7942742,Her Smell,2019,10/05/2019,136,"USA, Greece",$ 260481,English,Bow and Arrow Entertainment
tt7950334,The Mountain,2019,26/07/2019,106,USA,$ 61035,"English, French, German",
tt7959026,The Mule,2019,25/01/2019,116,USA,$ 174504407,"English, Spanish",Warner Bros.
tt7959500,The Farm,2019,19/04/2019,80,USA,,English,Hans Stjernswärd Film Production
tt7960458,Ginnen Upan Seethala,2019,18/01/2019,150,Sri Lanka,,Sinhalese,Cinepro Lanka International
tt7961060,Doragon bôru chô: Burorî,2019,23/01/2019,100,Japan,$ 114102821,Japanese,Toei
tt7972178,70 Binladens,2019,08/03/2019,100,Spain,$ 159630,Spanish,Euskal Irrati Telebista (EiTB)
tt7975674,Reborn,2019,30/10/2019,80,USA,,English,New Normal Productions
tt7976904,Føniks,2019,13/09/2019,85,Norway,$ 227961,Norwegian,Hummelfilm
tt7986672,Morto Não Fala,2019,10/10/2019,110,Brazil,$ 172220,Portuguese,Canal Brasil
tt7991628,Mali,2019,14/02/2019,90,Croatia,$ 21062,Croatian,Propeler Film
tt8001346,Astérix: Le secret de la potion magique,2019,30/08/2019,87,"France, Belgium",$ 46153570,"Latin, French",M6 Studio
tt8003558,Continuer,2019,23/01/2019,84,"Belgium, France",$ 247793,French,Les Films du Worso
tt8025310,The Odds,2019,08/02/2019,107,USA,,English,Uproar Pictures
tt8026554,Socrates,2019,26/09/2019,71,Brazil,,Portuguese,Querô Filmes
tt8037650,Dressage,2019,09/01/2019,88,Iran,,Persian,Dreamlab Films
tt8055888,Mard Ko Dard Nahin Hota,2019,21/03/2019,134,India,$ 22094,"Hindi, English, Marathi, Malayalam",RSVP
tt8058904,Yao,2019,23/01/2019,103,"France, Senegal",$ 4017253,French,Pan Européenne
tt8059382,Robbery,2019,15/10/2019,93,Canada,,English,Pagemaster Pictures
tt8064262,Paws P.I.,2019,01/06/2019,86,USA,,English,Ataraxia Entertainment
tt8076344,Pengin haiwei,2019,09/04/2019,117,Japan,$ 4006647,"Japanese, English",Studio Colorido Co.
tt8095860,Grâce à Dieu,2019,25/10/2019,137,"France, Belgium",$ 7674634,French,Mandarin Films
tt8111130,The Weekend,2019,13/09/2019,87,USA,,English,Homegrown Pictures
tt8116612,Hattrick,2019,13/02/2019,93,Iran,,Persian,
tt8137722,I douleia tis,2019,01/05/2019,89,"Greece, France, Serbia",$ 16875,Greek,Cinéventure 3
tt8142044,1st Summoning,2019,22/02/2019,97,USA,,English,Darkwood Pictures
tt8144850,Die Stropers,2019,20/02/2019,102,"South Africa, France, Greece, Poland",$ 8529,"Afrikaans, English",Cinémadefacto
tt8150768,Somos tr3s,2019,01/01/2019,89,Argentina,$ 1033,Spanish,Cineclub Argentina
tt8152750,Tehran: City of Love,2019,11/10/2019,102,"Iran, UK, Netherlands",$ 25131,Persian,Here & There Productions
tt8159302,Luciérnagas,2019,10/08/2019,88,"Mexico, USA, Greece, Dominican Republic",,"Spanish, English, Persian",Zensky Cine
tt8207768,Mere Pyare Prime Minister,2019,15/03/2019,104,India,$ 10248,English,Aham Brahmasmi Entertaiment
tt8228538,Papi Chulo,2019,07/06/2019,98,"Ireland, UK",$ 94321,English,Treasure Entertainment
tt8246980,Koja je ovo drzava!,2019,03/01/2019,118,"Croatia, Serbia, Poland",$ 263668,Croatian,Interfilm
tt8254556,Girl,2019,15/03/2019,105,"Belgium, Netherlands",$ 4178992,"French, Flemish, English",Menuet Producties
tt8255452,Snezhnaya koroleva. Zazerkale,2019,01/01/2019,80,Russia,$ 8646465,Russian,Central Partnership
tt8260226,Un amour impossible,2019,04/01/2019,135,"France, Belgium",$ 2005749,French,Chaz Productions
tt8267604,Capharnaüm,2019,22/02/2019,126,"Lebanon, France, USA, Cyprus, Qatar",$ 64398132,"Arabic, Amharic",Mooz Films
tt8269552,Se rokh,2019,29/03/2019,100,Iran,$ 2191468,"Persian, Azerbaijani, Turkish",Jafar Panahi Film Productions
tt8282042,Donbass,2019,26/04/2019,122,"Germany, Ukraine, France, Netherlands, Romania, Poland",$ 86985,"Russian, Ukrainian, English",Arthouse Traffic
tt8286926,Njan Prakashan,2019,11/01/2019,131,India,$ 86540,Malayalam,Full Moon Cinema
tt8287690,Genèse,2019,10/04/2019,129,Canada,$ 13856,"French, English",Productions lUnite Centrale
tt8307082,Sauvage,2019,01/03/2019,99,France,$ 317536,French,Les Films de la Croisade
tt8311792,"Muere, monstruo, muere",2019,09/05/2019,109,"Argentina, France, Chile",$ 11759,Spanish,"Unión de los Ríos, La"
tt8318702,D-Railed,2019,06/08/2019,90,USA,,English,Suzanne DeLaurentiis Productions
tt8327492,Tito e os Pássaros,2019,14/02/2019,73,Brazil,$ 4332,"Portuguese, English",Bits Produções
tt8328612,Seder-Masochism,2019,31/01/2019,78,USA,,"English, French, Bulgarian, Hebrew, Aramaic",
tt8329290,The Golem,2019,24/01/2019,95,Israel,$ 531663,English,SE Film Production
tt8331988,La camarista,2019,26/07/2019,102,Mexico,$ 163881,"Spanish, French",Amplitud
tt8346446,Los silencios,2019,03/04/2019,88,"Brazil, France, Colombia",$ 5267,"Portuguese, Spanish",Enquadramento Produções
tt8423962,Chuva É Cantoria Na Aldeia Dos Mortos,2019,14/03/2019,114,"Portugal, Brazil",$ 279810,Portuguese,Ancine
tt8426594,The Wind,2019,02/09/2019,86,USA,$ 130974,English,Soapbox Films
tt8435932,Wintermärchen,2019,21/03/2019,125,Germany,,German,Heimatfilm
tt8449092,La disparition des lucioles,2019,15/06/2019,96,Canada,$ 245474,"French, English",Association Coopérative des Productions Audio-Visuelles (ACPAV)
tt8461958,Une colonie,2019,01/02/2019,102,Canada,,French,Colonelle Films
tt8462858,Podbrosy,2019,11/09/2019,95,"Russia, Lithuania, Ireland, France",$ 18734,Russian,Film and Music Entertainment (F&ME)
tt8487580,Niña errante,2019,04/04/2019,82,"Colombia, France",$ 44376,Spanish,Ciné-Sud Promotion
tt8497794,Lun lok yan,2019,11/04/2019,115,Hong Kong,$ 2467971,"Cantonese, English, Tagalog",Golden Scene
tt8506788,Sueño Florianópolis,2019,17/01/2019,106,"Argentina, Brazil, France",$ 13656,"Spanish, Portuguese",Bellota Films
tt8523334,Nicky Larson et le parfum de Cupidon,2019,06/02/2019,91,France,$ 13380870,"French, English, Spanish",Axel Films
tt8525070,Les fauves,2019,23/01/2019,83,France,$ 75063,French,Kazak Productions
tt8553192,La grande noirceur,2019,21/08/2019,95,Canada,,"French, English",Metafilms
tt8633950,Les invisibles,2019,09/01/2019,102,France,$ 10990090,French,Elemiah
tt8678074,Kaos,2019,03/05/2019,111,"Turkey, Jordan",,Turkish,Aslanyurek Film Production
tt8723216,Eerie,2019,27/03/2019,101,"Philippines, Singapore",,"Filipino, Tagalog",Star Cinema
tt8725958,Gangbyeon hotel,2019,27/03/2019,96,South Korea,$ 101879,Korean,Jeonwonsa Film
tt8726098,Tarde Para Morir Joven,2019,24/05/2019,110,"Chile, Brazil, Argentina, Netherlands, Qatar",$ 24487,Spanish,Cinestación
tt8726116,Huan tu,2019,21/02/2019,95,"France, Netherlands, Singapore",,"Bengali, English, Mandarin",Akanga Film Productions
tt8731156,Hatzlila,2019,04/07/2019,90,Israel,$ 38688,"Hebrew, Italian",Gaudeamus Productions
tt8744608,Monument,2019,15/03/2019,108,Poland,,Polish,"Panstwowa Wyzsza Szkola Filmowa, Telewizyjna i Teatralna (PWSFTviT)"
tt8747304,Jiao qu de niao,2019,30/08/2019,118,"China, Taiwan",$ 10997,Mandarin,Chan Films
tt8769528,Dead Horse Nebula,2019,26/04/2019,73,Turkey,$ 1233,Turkish,Hay Film
tt8781414,Freaks,2019,13/09/2019,105,"Canada, USA",$ 333248,English,Amazing
tt8805374,Las hijas del fuego,2019,01/02/2019,115,Argentina,$ 2978,Spanish,Gentil
tt8820590,T-34,2019,01/01/2019,139,Russia,$ 35950901,Russian,Mars Media Entertainment
tt8824852,Yuva,2019,10/05/2019,119,Turkey,$ 4032,Turkish,Istos Film
tt8836292,Zhuang si le yi zhi yang,2019,11/07/2019,86,China,$ 1555460,"Tibetan, Chinese",Xiangshan Ze Shi Dong wen hua chuan bo
tt8837018,Kraben rahu,2019,24/07/2019,105,"Thailand, France, China",$ 12135,Thai,Youku Pictures
tt8844204,Isha Ovedet,2019,20/06/2019,93,Israel,$ 185912,Hebrew,Lama Films
tt8875366,Guo chun tian,2019,15/03/2019,99,China,$ 1589212,"Chinese, Cantonese",Wanda Media Co.
tt8883524,Bloodline,2019,20/09/2019,97,USA,,English,Divide/Conquer
tt8900098,Deslembro,2019,26/09/2019,96,Brazil,,,Flauk Filmes
tt8900302,Kucumbu Tubuh Indahku,2019,18/04/2019,105,Indonesia,,Indonesian,Fourcoulours Films
tt8901582,Saf,2019,19/04/2019,102,"Turkey, Germany, Romania",$ 7813,"Turkish, Arabic",Terminal Film
tt8917752,Joy,2019,18/01/2019,99,Austria,,"English, German",FreibeuterFilm
tt8949410,Somos Calentura: We Are The Heat,2019,26/02/2019,104,Colombia,$ 91217,Spanish,AG Studios
tt8951086,Beol-sae,2019,29/08/2019,138,South Korea,$ 952467,Korean,Epiphany
tt8956390,Rojo,2019,06/09/2019,109,"Argentina, Brazil, France, Netherlands, Germany, Belgium, Switzerland",$ 553672,Spanish,Bord Cadre Films
tt8983294,The Witches of Dumpling Farm,2019,09/08/2019,79,UK,$ 21600,English,
tt8987922,Dachra,2019,23/01/2019,113,Tunisia,$ 7500,"French, Arabic",SVP Productions
tt9016006,Alpha: The Right to Kill,2019,16/01/2019,94,Philippines,,"Filipino, Tagalog",Centerstage Productions
tt9018570,Boku wa Iesu-sama ga kirai,2019,31/05/2019,76,Japan,,Japanese,Closing Remarks
tt9063684,"Pup-o, ma!",2019,20/08/2019,90,Romania,$ 92805,Romanian,
tt9076570,Sam foo,2019,28/03/2019,101,Hong Kong,$ 87765,Cantonese,
tt9109306,The Final Wish,2019,24/01/2019,95,USA,$ 82959,English,BondIt Media Capital
tt9120936,Fly By Night,2019,11/04/2019,100,Malaysia,,"Mandarin, Malay, Cantonese",
tt9135772,Sa nu ucizi,2019,01/03/2019,120,Romania,$ 18013,Romanian,Axis Media Production
tt9206798,All Is True,2019,08/02/2019,101,UK,$ 3019143,English,TKBC
tt9213244,Antrum: The Deadliest Film Ever Made,2019,12/11/2019,95,Canada,,"English, Hungarian, Japanese",Else Films
tt9307666,Ave Maryam,2019,11/04/2019,85,Indonesia,,Indonesian,Summerland
tt9742422,Xue bao,2019,20/04/2019,112,China,$ 4140502,Mandarin,He Li Chen Guang International Culture Media(Beijing)
